work_id,work_category,state,ida,mp_name_clean,constituency,elected_nominated,work_status,sanction_amount,total_expenditure,sanction_date,completion_date,has_sanction_record,has_completion_record,has_expenditure_record,data_source_flag,financial_utilization,expenditure_vs_sanction,n_expenditure_transactions,n_distinct_vendors,n_payment_success,n_payment_inprogress,mp_allocated_limit,project_size_bucket,elapsed_duration_days,project_duration_days,risk_score,risk_level,financial_risk_score,payment_risk_score,execution_risk_score,peer_anomaly_score,isolation_forest_score,duplicate_risk_score,anomaly_risk_score,n_components_available,negative_amount_score,vendor_concentration_score,rapid_disbursement_score,slow_disbursement_pace_score,payment_stall_score,expenditure_without_sanction_score,elapsed_percentile_in_peer_group,peer_group_tier,raw_max_similarity,most_similar_work_id,risk_reason_1,risk_reason_2,risk_reason_3
WS/MP001/2023-2024/103702,Normal/Others,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1499281.0,0.0,2024-03-16,2024-07-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,125.0,7.75,LOW,0.0,,,25.02,14.64,5.15,19.83,3,0.0,,,,,,,category+state+size,0.1716,WS/MP001/2024-2025/145755,,,
WS/MP001/2023-2024/1215,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Work Completed,1484933.0,0.0,2023-08-12,2023-09-23,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,42.0,9.61,LOW,0.0,,,23.86,20.97,,22.415,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/1216,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Work Completed,1486089.0,0.0,2023-08-12,2023-09-23,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,42.0,9.66,LOW,0.0,,,23.96,21.13,,22.545,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/121691,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,460800.0,0.0,2024-03-15,2024-05-21,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,large,,67.0,9.45,LOW,0.0,,,33.94,10.72,9.03,22.33,3,0.0,,,,,,,category+state+size,0.3011,WS/MP001/2024-2025/133645,,,
WS/MP001/2023-2024/1217,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Work Completed,1484550.0,0.0,2023-08-12,2023-09-23,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,42.0,9.6,LOW,0.0,,,23.83,20.97,,22.4,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/1218,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484940.0,0.0,2023-08-12,2024-03-03,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,204.0,7.48,LOW,0.0,,,23.86,11.06,,17.46,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/12725,Normal/Others,Bihar,SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,999553.0,0.0,2023-10-06,2023-12-29,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,84.0,13.82,LOW,0.0,,,30.26,12.87,29.86,21.565,3,0.0,,,,,,,category+state+size,0.63,WS/MP001/2023-2024/12726,,,
WS/MP001/2023-2024/12726,Normal/Others,Bihar,SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,799941.0,0.0,2023-10-06,2023-12-29,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,large,,84.0,30.45,LOW,0.0,,,37.53,11.81,100.0,24.67,3,0.0,,,,,,,category+state+size,1.0,WS/MP001/2023-2024/12727,,,
WS/MP001/2023-2024/12727,Normal/Others,Bihar,SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,599962.0,0.0,2023-10-06,2023-12-29,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,large,,84.0,24.26,LOW,0.0,,,1.36,10.89,100.0,6.125,3,0.0,,,,,,,category+state+size,1.0,WS/MP001/2023-2024/12726,,,
WS/MP001/2023-2024/12794,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484400.0,0.0,2023-09-12,2024-03-03,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,173.0,28.05,LOW,0.0,,,23.82,11.13,100.0,17.475,3,0.0,,,,,,,category+state+size,1.0,WS/MP001/2023-2024/12795,,,
WS/MP001/2023-2024/12795,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484894.0,0.0,2023-09-12,2024-03-03,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,173.0,28.05,LOW,0.0,,,23.86,11.13,100.0,17.495,3,0.0,,,,,,,category+state+size,1.0,WS/MP001/2023-2024/12794,,,
WS/MP001/2023-2024/12796,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484974.0,0.0,2023-09-12,2024-07-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,299.0,29.26,LOW,0.0,,,23.86,18.35,100.0,21.105,3,0.0,,,,,,,category+state+size,1.0,WS/MP001/2023-2024/12794,,,
WS/MP001/2023-2024/12797,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484900.0,0.0,2023-09-12,2024-03-03,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,173.0,28.05,LOW,0.0,,,23.86,11.13,100.0,17.495,3,0.0,,,,,,,category+state+size,1.0,WS/MP001/2023-2024/12794,,,
WS/MP001/2023-2024/1411,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484100.0,0.0,2023-09-15,2024-03-03,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,170.0,7.52,LOW,0.0,,,23.79,11.31,,17.55,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/14253,Normal/Others,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484150.0,0.0,2023-10-07,2024-01-26,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,111.0,8.14,LOW,0.0,,,23.8,15.25,7.36,19.525,3,0.0,,,,,,,category+state+size,0.2452,WS/MP001/2023-2024/33300,,,
WS/MP001/2023-2024/14279,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1491483.0,0.0,2024-02-21,2025-06-23,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,488.0,11.26,LOW,0.0,,,24.4,34.05,6.82,29.224999999999998,3,0.0,,,,,,,category+state+size,0.2272,WS/MP001/2024-2025/33365,,,
WS/MP001/2023-2024/1487,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1385546.0,0.0,2023-10-26,2024-11-11,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,382.0,8.3,LOW,0.0,,,14.74,23.97,,19.355,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/1488,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1486150.0,0.0,2023-10-26,2024-07-04,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,252.0,8.39,LOW,0.0,,,23.96,15.2,,19.58,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/1489,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1198135.0,0.0,2023-10-26,2024-11-11,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,382.0,6.2,LOW,0.0,,,6.7,22.22,,14.459999999999999,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/1490,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,897400.0,0.0,2023-10-26,2024-07-11,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,259.0,10.49,LOW,0.0,,,39.55,9.41,,24.479999999999997,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/1493,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484800.0,0.0,2023-09-05,2024-03-03,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,180.0,7.27,LOW,0.0,,,23.85,10.07,,16.96,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/1494,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,989898.0,0.0,2023-08-12,2024-07-04,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,327.0,9.86,LOW,0.0,,,31.25,14.78,,23.015,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/1495,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,989710.0,0.0,2023-08-12,2024-03-03,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,204.0,8.0,LOW,0.0,,,31.27,6.06,,18.665,2,0.0,,,,,,,category+state+size,,,,,
WS/MP001/2023-2024/15564,Normal/Others,Bihar,NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1494114.0,0.0,2023-12-07,2023-12-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,0.0,9.53,LOW,0.0,,,24.61,26.01,4.91,25.310000000000002,3,0.0,,,,,,,category+state+size,0.1636,WS/MP001/2023-2024/14253,,,
WS/MP001/2023-2024/19312,Normal/Others,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1491746.0,0.0,2023-10-17,2024-01-10,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,85.0,11.33,LOW,0.0,,,24.42,17.19,19.77,20.805,3,0.0,,,,,,,category+state+size,0.5417,WS/MP001/2023-2024/19313,,,
WS/MP001/2023-2024/19313,Normal/Others,Bihar,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1491175.0,0.0,2023-10-17,2024-01-08,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,83.0,11.38,LOW,0.0,,,24.37,17.52,19.77,20.945,3,0.0,,,,,,,category+state+size,0.5417,WS/MP001/2023-2024/19312,,,
WS/MP001/2023-2024/28834,Normal/Others,Bihar,SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1482172.0,0.0,2024-02-15,2024-06-27,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,133.0,7.76,LOW,0.0,,,23.63,13.6,7.0,18.615,3,0.0,,,,,,,category+state+size,0.2334,WS/MP001/2024-2025/136542,,,
WS/MP001/2023-2024/33229,Normal/Others,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,996012.0,0.0,2023-12-08,2024-02-08,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,62.0,8.87,LOW,0.0,,,30.62,14.45,6.11,22.535,3,0.0,,,,,,,category+state+size,0.2036,WS/MP001/2023-2024/33332,,,
WS/MP001/2023-2024/33285,Normal/Others,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,989749.0,0.0,2023-12-21,2024-03-20,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,90.0,9.56,LOW,0.0,,,31.26,11.97,10.58,21.615000000000002,3,0.0,,,,,,,category+state+size,0.3528,WS/MP001/2023-2024/33300,,,
WS/MP001/2023-2024/33300,Normal/Others,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,989529.0,0.0,2023-11-28,2024-03-14,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,107.0,10.07,LOW,0.0,,,31.29,10.94,13.65,21.115,3,0.0,,,,,,,category+state+size,0.455,WS/MP001/2023-2024/33332,,,
WS/MP001/2023-2024/33332,Normal/Others,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,994307.0,0.0,2023-12-29,2024-03-01,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,63.0,10.57,LOW,0.0,,,30.8,14.41,13.65,22.605,3,0.0,,,,,,,category+state+size,0.455,WS/MP001/2023-2024/33300,,,
WS/MP001/2023-2024/33338,Normal/Others,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,696091.0,0.0,2024-01-31,2024-07-04,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,large,,155.0,5.89,LOW,0.0,,,22.96,6.14,4.66,14.55,3,0.0,,,,,,,category+state+size,0.1554,WS/MP001/2024-2025/133638,,,
WS/MP001/2023-2024/37287,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484500.0,0.0,2023-10-25,2024-03-03,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,130.0,9.4,LOW,0.0,,,23.82,13.63,14.23,18.725,3,0.0,,,,,,,category+state+size,0.4743,WS/MP001/2023-2024/37288,,,
WS/MP001/2023-2024/37288,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484810.0,0.0,2023-10-25,2024-07-07,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,256.0,9.67,LOW,0.0,,,23.85,15.17,14.23,19.51,3,0.0,,,,,,,category+state+size,0.4743,WS/MP001/2023-2024/37287,,,
WS/MP001/2023-2024/49366,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,870958.0,0.0,2023-12-01,2024-07-25,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,237.0,10.2,LOW,0.0,,,41.45,7.72,9.03,24.585,3,0.0,,,,,,,category+state+size,0.3011,WS/MP001/2023-2024/33285,,,
WS/MP001/2023-2024/82731,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,574168.0,0.0,2024-01-30,2024-07-25,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,large,,177.0,3.76,LOW,0.0,,,5.44,3.26,10.41,4.35,3,0.0,,,,,,,category+state+size,0.347,WS/MP001/2024-2025/136886,,,
WS/MP001/2023-2024/82807,Normal/Others,Bihar,LAKHISARAI(District Planning Officer Lakhisarai_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,396136.0,0.0,2024-03-12,2024-10-17,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,medium,,219.0,7.13,LOW,0.0,,,31.38,2.12,6.97,16.75,3,0.0,,,,,,,category+state+size,0.2325,WS/MP001/2023-2024/82731,,,
WS/MP001/2024-2025/133051,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1493330.0,0.0,2024-08-09,2025-01-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,163.0,10.97,LOW,0.0,,,24.54,11.85,22.07,18.195,3,0.0,,,,,,,category+state+size,0.5618,WS/MP001/2024-2025/133074,,,
WS/MP001/2024-2025/133052,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1494100.0,0.0,2024-08-09,2025-01-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,163.0,11.02,LOW,0.0,,,24.6,11.85,22.24,18.225,3,0.0,,,,,,,category+state+size,0.5633,WS/MP001/2024-2025/133074,,,
WS/MP001/2024-2025/133053,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1004780.0,0.0,2024-08-09,2025-01-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,163.0,8.64,LOW,0.0,,,29.7,7.78,10.77,18.74,3,0.0,,,,,,,category+state+size,0.3591,WS/MP001/2024-2025/133051,,,
WS/MP001/2024-2025/133073,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1494080.0,0.0,2024-08-09,2025-01-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,163.0,14.93,LOW,0.0,,,24.6,11.85,39.86,18.225,3,0.0,,,,,,,category+state+size,0.7176,WS/MP001/2024-2025/133074,,,
WS/MP001/2024-2025/133074,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1495150.0,0.0,2024-08-09,2024-12-17,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,130.0,15.27,LOW,0.0,,,24.69,13.78,39.86,19.235,3,0.0,,,,,,,category+state+size,0.7176,WS/MP001/2024-2025/133073,,,
WS/MP001/2024-2025/133637,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1494650.0,0.0,2024-08-09,2025-01-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,163.0,7.92,LOW,0.0,,,24.65,11.85,8.27,18.25,3,0.0,,,,,,,category+state+size,0.2755,WS/MP001/2024-2025/133727,,,
WS/MP001/2024-2025/133638,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1495100.0,0.0,2024-08-09,2025-01-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,163.0,8.05,LOW,0.0,,,24.69,11.85,8.83,18.27,3,0.0,,,,,,,category+state+size,0.2944,WS/MP001/2024-2025/133053,,,
WS/MP001/2024-2025/133639,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1498259.0,0.0,2024-08-23,2024-11-11,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,80.0,16.44,LOW,0.0,,,24.94,17.9,41.84,21.42,3,0.0,,,,,,,category+state+size,0.7348,WS/MP001/2024-2025/133640,,,
WS/MP001/2024-2025/133640,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1497989.0,0.0,2024-08-23,2024-11-15,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,84.0,16.37,LOW,0.0,,,24.92,17.52,41.84,21.22,3,0.0,,,,,,,category+state+size,0.7348,WS/MP001/2024-2025/133639,,,
WS/MP001/2024-2025/133642,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1497809.0,0.0,2024-08-23,2024-11-15,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,84.0,12.3,LOW,0.0,,,24.9,17.52,23.52,21.21,3,0.0,,,,,,,category+state+size,0.5746,WS/MP001/2024-2025/133640,,,
WS/MP001/2024-2025/133643,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1498379.0,0.0,2024-08-23,2024-11-15,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,84.0,18.24,LOW,0.0,,,24.95,17.52,50.21,21.235,3,0.0,,,,,,,category+state+size,0.8081,WS/MP001/2024-2025/133644,,,
WS/MP001/2024-2025/133644,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1498187.0,0.0,2024-08-23,2024-11-15,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,84.0,18.23,LOW,0.0,,,24.94,17.52,50.21,21.23,3,0.0,,,,,,,category+state+size,0.8081,WS/MP001/2024-2025/133643,,,
WS/MP001/2024-2025/133645,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,990400.0,0.0,2024-09-05,2025-01-22,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,139.0,8.71,LOW,0.0,,,31.2,9.04,9.03,20.119999999999997,3,0.0,,,,,,,category+state+size,0.3011,WS/MP001/2023-2024/121691,,,
WS/MP001/2024-2025/133727,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1493349.0,0.0,2024-08-09,2025-01-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,163.0,7.9,LOW,0.0,,,24.54,11.85,8.27,18.195,3,0.0,,,,,,,category+state+size,0.2755,WS/MP001/2024-2025/133637,,,
WS/MP001/2024-2025/133792,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484806.0,0.0,2024-08-01,2024-11-20,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,111.0,11.75,LOW,0.0,,,23.85,15.25,23.57,19.55,3,0.0,,,,,,,category+state+size,0.575,WS/MP001/2024-2025/133793,,,
WS/MP001/2024-2025/133793,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1481756.0,0.0,2024-08-01,2024-11-15,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,106.0,12.01,LOW,0.0,,,23.6,15.25,24.91,19.425,3,0.0,,,,,,,category+state+size,0.5867,WS/MP001/2024-2025/133795,,,
WS/MP001/2024-2025/133794,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1486100.0,0.0,2024-08-01,2024-11-19,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,110.0,10.04,LOW,0.0,,,23.96,15.39,15.66,19.675,3,0.0,,,,,,,category+state+size,0.5058,WS/MP001/2024-2025/133795,,,
WS/MP001/2024-2025/133795,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484127.0,0.0,2024-08-01,2024-11-17,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,108.0,12.06,LOW,0.0,,,23.8,15.35,24.91,19.575,3,0.0,,,,,,,category+state+size,0.5867,WS/MP001/2024-2025/133793,,,
WS/MP001/2024-2025/136541,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484930.0,0.0,2024-10-01,2025-01-15,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,106.0,11.44,LOW,0.0,,,23.86,15.34,22.09,19.6,3,0.0,,,,,,,category+state+size,0.5621,WS/MP001/2024-2025/136542,,,
WS/MP001/2024-2025/136542,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484683.0,0.0,2024-10-01,2025-01-15,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,106.0,11.44,LOW,0.0,,,23.84,15.34,22.09,19.59,3,0.0,,,,,,,category+state+size,0.5621,WS/MP001/2024-2025/136541,,,
WS/MP001/2024-2025/136886,Normal/Others,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,1484751.0,0.0,2024-10-22,2025-03-21,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,150.0,8.78,LOW,0.0,,,23.84,13.05,11.83,18.445,3,0.0,,,,,,,category+state+size,0.3944,WS/MP001/2024-2025/136541,,,
WS/MP001/2024-2025/136962,Normal/Others,Bihar,DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),SHAMBHU SHARAN PATEL,,Elected MP,Physical Inspection,983000.0,0.0,2025-02-20,2025-03-05,True,True,False,sanctioned+completed,0.0,-1.0,,,,,237168443.49,very_large,,13.0,27.38,LOW,0.0,,,31.95,19.34,84.73,25.645,3,0.0,,,,,,,category+state+size,0.9491,WS/MP001/2024-2025/136965,,,
